canonical,winner_provider,winner_source,winner_id,winner_name,future_programmes,future_hours,desc_pct,rank_score,alternatives_count,alternatives,decision
algérie 8,epgshare,AE1,Algérie.8.HD.ae,Algérie 8 HD,17,85.9,100.0,241.87,0,,UNIQUE
oman culture,epgshare,AE1,Oman.TV.Culture.HD.ae,Oman TV Culture HD,17,85.9,100.0,241.87,0,,UNIQUE
yemen documentary,epgshare,AE1,Yemen.Documentary.ae,Yemen Documentary,17,85.9,100.0,241.87,0,,UNIQUE
yemen education,epgshare,AE1,Yemen.Education.ae,Yemen Education,17,85.9,100.0,241.87,0,,UNIQUE
sheba,epgshare,AE1,Sheba.TV.ae,Sheba TV,17,85.9,100.0,241.87,0,,UNIQUE
al wathaeqya,epgshare,AE1,Al.Wathaeqya.ae,Al Wathaeqya,17,85.9,100.0,241.87,0,,UNIQUE
marina,epgshare,AE1,Marina.HD.ae,Marina HD,17,85.9,100.0,241.87,0,,UNIQUE
kaifa,epgshare,AE1,Kaifa.TV.ae,Kaifa TV,17,85.9,100.0,241.87,0,,UNIQUE
nrt 2,epgshare,AE1,NRT.2.HD.ae,NRT 2 HD,17,85.9,100.0,241.87,0,,UNIQUE
bein sports,epgshare,AE1,beIN.Sports.HD.ae,beIN Sports HD,17,85.9,100.0,241.87,0,,UNIQUE
قناة الكبير أوي ae,openepg,uae6,قناة الكبير أوي.ae,قناة الكبير أوي.ae,78,44.9,100.0,241.22,0,,UNIQUE
disney sa,openepg,saudiarabia1,Disney Channel.sa,Disney Channel.sa,100,38.1,100.0,239.44,1,openepg:saudiarabia2:Disney Channel.sa:198.35,WINNER_OF_DUPLICATES
al resalah sa,openepg,saudiarabia1,Al Resalah.sa,Al Resalah.sa,98,38.8,100.0,238.98,1,openepg:saudiarabia2:Al Resalah.sa:197.38,WINNER_OF_DUPLICATES
الشرق ae,openepg,uae6,الشرق.ae,الشرق.ae,74,44.9,100.0,238.41,0,,UNIQUE
osn comedy eg,openepg,egypt2,OSN TV Comedy.eg,OSN TV Comedy.eg,93,40.5,100.0,237.78,0,,UNIQUE
قناة اللعبة ae,openepg,uae6,قناة اللعبة.ae,قناة اللعبة.ae,73,44.6,100.0,237.31,0,,UNIQUE
bangawaz,epgshare,AE1,Bangawaz.TV.ae,Bangawaz TV,62,57.9,100.0,235.56,0,,UNIQUE
al anwar,epgshare,AE1,Al.Anwar.TV.ae,Al Anwar TV,62,57.9,100.0,235.56,0,,UNIQUE
imam ali shrine,epgshare,AE1,Imam.Ali.Shrine.TV.ae,Imam Ali Shrine TV,62,57.9,100.0,235.56,0,,UNIQUE
al salam,epgshare,AE1,Al.Salam.TV.ae,Al Salam TV,62,57.9,100.0,235.56,0,,UNIQUE
marjaeyattv 2,epgshare,AE1,MarjaeyatTV.2.HD.ae,MarjaeyatTV 2 HD,62,57.9,100.0,235.56,0,,UNIQUE
asil,epgshare,AE1,Asil.TV.ae,Asil TV,62,57.9,100.0,235.56,0,,UNIQUE
al qamar,epgshare,AE1,Al.Qamar.TV.ae,Al Qamar TV,62,57.9,100.0,235.56,0,,UNIQUE
imam hussein 2,epgshare,AE1,Imam.Hussein.TV.2.ae,Imam Hussein TV 2,62,57.9,100.0,235.56,0,,UNIQUE
al aqila,epgshare,AE1,Al.Aqila.TV.ae,Al Aqila TV,62,57.9,100.0,235.56,0,,UNIQUE
ahadu,epgshare,AE1,Ahadu.TV.ae,Ahadu TV,62,57.9,100.0,235.56,0,,UNIQUE
al mahdi,epgshare,AE1,Al.Mahdi.TV.ae,Al Mahdi TV,62,57.9,100.0,235.56,0,,UNIQUE
alshaaer,epgshare,AE1,Alshaaer.TV.ae,Alshaaer TV,62,57.9,100.0,235.56,0,,UNIQUE
dua,epgshare,AE1,Dua.Channel.ae,Dua Channel,62,57.9,100.0,235.56,0,,UNIQUE
saout alaqila,epgshare,AE1,Saout.Alaqila.ae,Saout Alaqila,62,57.9,100.0,235.56,0,,UNIQUE
amozhgary,epgshare,AE1,Amozhgary.TV.ae,Amozhgary TV,62,57.9,100.0,235.56,0,,UNIQUE
ctv,epgshare,AE1,CTV.ae,CTV,62,57.9,100.0,235.56,0,,UNIQUE
aghapy,epgshare,AE1,Aghapy.TV.ae,Aghapy TV,62,57.9,100.0,235.56,0,,UNIQUE
kto,epgshare,AE1,KTO.ae,KTO,62,57.9,100.0,235.56,0,,UNIQUE
noursat,epgshare,AE1,Noursat.TV.ae,Noursat TV,62,57.9,100.0,235.56,0,,UNIQUE
al kalema,epgshare,AE1,Al.Kalema.ae,Al Kalema,62,57.9,100.0,235.56,0,,UNIQUE
nour koddass,epgshare,AE1,Nour.Koddass.ae,Nour Koddass,62,57.9,100.0,235.56,0,,UNIQUE
al hayat,epgshare,AE1,Al.Hayat.ae,Al Hayat,62,57.9,100.0,235.56,0,,UNIQUE
al horreya,epgshare,AE1,Al.Horreya.TV.ae,Al Horreya TV,62,57.9,100.0,235.56,0,,UNIQUE
alkarma middle east 1,epgshare,AE1,Alkarma.TV.Middle.East.1.ae,Alkarma TV Middle East 1,62,57.9,100.0,235.56,0,,UNIQUE
alkarma praise,epgshare,AE1,Alkarma.Praise.ae,Alkarma Praise,62,57.9,100.0,235.56,0,,UNIQUE
al karma newgen,epgshare,AE1,Al.Karma.NewGen.ae,Al Karma NewGen,62,57.9,100.0,235.56,0,,UNIQUE
almagd,epgshare,AE1,Almagd.TV.ae,Almagd TV,62,57.9,100.0,235.56,0,,UNIQUE
c sat,epgshare,AE1,C.Sat.ae,C Sat,62,57.9,100.0,235.56,0,,UNIQUE
logos,epgshare,AE1,Logos.TV.ae,Logos TV,62,57.9,100.0,235.56,0,,UNIQUE
sat 7 arabic,epgshare,AE1,Sat-7.Arabic.ae,Sat-7 Arabic,62,57.9,100.0,235.56,0,,UNIQUE
sbn,epgshare,AE1,SBN.ae,SBN,62,57.9,100.0,235.56,0,,UNIQUE
suboro,epgshare,AE1,Suboro.TV.ae,Suboro TV,62,57.9,100.0,235.56,0,,UNIQUE
the kingdom sat,epgshare,AE1,The.Kingdom.Sat.ae,The Kingdom Sat,62,57.9,100.0,235.56,0,,UNIQUE
misr albalad,epgshare,AE1,Misr.AlBalad.ae,Misr AlBalad,62,57.9,100.0,235.56,0,,UNIQUE
home,epgshare,AE1,Home.TV.ae,Home TV,62,57.9,100.0,235.56,0,,UNIQUE
west elbalad zaman,epgshare,AE1,West.Elbalad.Zaman.ae,West Elbalad Zaman,62,57.9,100.0,235.56,0,,UNIQUE
ajman,epgshare,AE1,Ajman.TV.HD.ae,Ajman TV HD,62,57.9,100.0,235.56,0,,UNIQUE
sharqiya from kalba,epgshare,AE1,Sharqiya.from.Kalba.HD.ae,Sharqiya from Kalba HD,62,57.9,100.0,235.56,0,,UNIQUE
bahia,epgshare,AE1,Bahia.TV.ae,Bahia TV,62,57.9,100.0,235.56,0,,UNIQUE
al haqeqa al dawliah fact int l,epgshare,AE1,Al.Haqeqa.Al.Dawliah.(Fact.Int'l).ae,Al Haqeqa Al Dawliah (Fact Int'l),62,57.9,100.0,235.56,0,,UNIQUE
al iman,epgshare,AE1,Al.Iman.TV.ae,Al Iman TV,62,57.9,100.0,235.56,0,,UNIQUE
awdeh,epgshare,AE1,Awdeh.HD.ae,Awdeh HD,62,57.9,100.0,235.56,0,,UNIQUE
hebron sat,epgshare,AE1,Hebron.Sat.ae,Hebron Sat,62,57.9,100.0,235.56,0,,UNIQUE
musawa,epgshare,AE1,Musawa.HD.ae,Musawa HD,62,57.9,100.0,235.56,0,,UNIQUE
syria,epgshare,AE1,Syria.TV.HD.ae,Syria TV HD,62,57.9,100.0,235.56,0,,UNIQUE
syria one,epgshare,AE1,Syria.One.TV.ae,Syria One TV,62,57.9,100.0,235.56,0,,UNIQUE
khartoum,epgshare,AE1,Khartoum.TV.ae,Khartoum TV,62,57.9,100.0,235.56,0,,UNIQUE
alzrga,epgshare,AE1,Alzrga.ae,Alzrga,62,57.9,100.0,235.56,0,,UNIQUE
tayba,epgshare,AE1,Tayba.TV.ae,Tayba TV,62,57.9,100.0,235.56,0,,UNIQUE
al kawthar,epgshare,AE1,Al.Kawthar.TV.ae,Al Kawthar TV,62,57.9,100.0,235.56,0,,UNIQUE
al maaref,epgshare,AE1,Al.Maaref.TV.ae,Al Maaref TV,62,57.9,100.0,235.56,0,,UNIQUE
al dawla,epgshare,AE1,Al.Dawla.TV.ae,Al Dawla TV,62,57.9,100.0,235.56,0,,UNIQUE
al naeem,epgshare,AE1,Al.Naeem.TV.ae,Al Naeem TV,62,57.9,100.0,235.56,0,,UNIQUE
utv iraq,epgshare,AE1,UTV.Iraq.ae,UTV Iraq,62,57.9,100.0,235.56,0,,UNIQUE
baghdad,epgshare,AE1,Baghdad.TV.ae,Baghdad TV,62,57.9,100.0,235.56,0,,UNIQUE
ava,epgshare,AE1,Ava.TV.ae,Ava TV,62,57.9,100.0,235.56,0,,UNIQUE
çira,epgshare,AE1,Çira.TV.ae,Çira TV,62,57.9,100.0,235.56,0,,UNIQUE
jin,epgshare,AE1,Jin.TV.HD.ae,Jin TV HD,62,57.9,100.0,235.56,0,,UNIQUE
stêrk,epgshare,AE1,Stêrk.TV.HD.ae,Stêrk TV HD,62,57.9,100.0,235.56,0,,UNIQUE
türkmeneli,epgshare,AE1,Türkmeneli.TV.HD.ae,Türkmeneli TV HD,62,57.9,100.0,235.56,0,,UNIQUE
waar,epgshare,AE1,Waar.HD.ae,Waar HD,62,57.9,100.0,235.56,0,,UNIQUE
sahar kurdi,epgshare,AE1,Sahar.Kurdi.ae,Sahar Kurdi,62,57.9,100.0,235.56,0,,UNIQUE
télé tchad,epgshare,AE1,Télé.Tchad.ae,Télé Tchad,62,57.9,100.0,235.56,0,,UNIQUE
osn,epgshare,AE1,OSN.TV.ae,OSN TV,62,57.9,100.0,235.56,0,,UNIQUE
ika,epgshare,AE1,iKA.TV.ae,iKA TV,62,57.9,100.0,235.56,0,,UNIQUE
al eshraq,epgshare,AE1,Al.Eshraq.TV.ae,Al Eshraq TV,62,57.9,100.0,235.56,0,,UNIQUE
altaleaa,epgshare,AE1,Altaleaa.TV.ae,Altaleaa TV,62,57.9,100.0,235.56,0,,UNIQUE
adala,epgshare,AE1,Adala.TV.HD.ae,Adala TV HD,62,57.9,100.0,235.56,0,,UNIQUE
al hawyah,epgshare,AE1,Al.Hawyah.ae,Al Hawyah,62,57.9,100.0,235.56,0,,UNIQUE
al ittihad,epgshare,AE1,Al.Ittihad.TV.ae,Al Ittihad TV,62,57.9,100.0,235.56,0,,UNIQUE
mta 3,epgshare,AE1,MTA.3.ae,MTA 3,62,57.9,100.0,235.56,0,,UNIQUE
al ons,epgshare,AE1,Al.Ons.TV.ae,Al Ons TV,62,57.9,100.0,235.56,0,,UNIQUE
al qanat 9,epgshare,AE1,Al.Qanat.9.ae,Al Qanat 9,62,57.9,100.0,235.56,0,,UNIQUE
al sahraa,epgshare,AE1,Al.Sahraa.TV.ae,Al Sahraa TV,62,57.9,100.0,235.56,0,,UNIQUE
al tanasuh,epgshare,AE1,Al.Tanasuh.TV.ae,Al Tanasuh TV,62,57.9,100.0,235.56,0,,UNIQUE
al wousta,epgshare,AE1,Al.Wousta.TV.HD.ae,Al Wousta TV HD,62,57.9,100.0,235.56,0,,UNIQUE
alahad,epgshare,AE1,Alahad.TV.HD.ae,Alahad TV HD,62,57.9,100.0,235.56,0,,UNIQUE
alerth alnabawi,epgshare,AE1,Alerth.Alnabawi.ae,Alerth Alnabawi,62,57.9,100.0,235.56,0,,UNIQUE
allahdhah,epgshare,AE1,Allahdhah.TV.ae,Allahdhah TV,62,57.9,100.0,235.56,0,,UNIQUE
almustakillah,epgshare,AE1,Almustakillah.TV.ae,Almustakillah TV,62,57.9,100.0,235.56,0,,UNIQUE
azhari,epgshare,AE1,Azhari.TV.ae,Azhari TV,62,57.9,100.0,235.56,0,,UNIQUE
bin othaimeen,epgshare,AE1,Bin.Othaimeen.ae,Bin Othaimeen,62,57.9,100.0,235.56,0,,UNIQUE
libya future,epgshare,AE1,Libya.Future.TV.HD.ae,Libya Future TV HD,62,57.9,100.0,235.56,0,,UNIQUE
nabaa,epgshare,AE1,Nabaa.TV.ae,Nabaa TV,62,57.9,100.0,235.56,0,,UNIQUE
oyoun al watan,epgshare,AE1,Oyoun.Al.Watan.TV.ae,Oyoun Al Watan TV,62,57.9,100.0,235.56,0,,UNIQUE
salam,epgshare,AE1,Salam.HD.ae,Salam HD,62,57.9,100.0,235.56,0,,UNIQUE
watan,epgshare,AE1,Watan.TV.ae,Watan TV,62,57.9,100.0,235.56,0,,UNIQUE
jordan sama,epgshare,AE1,Jordan.sama.ae,Jordan sama,62,57.9,100.0,235.56,0,,UNIQUE
manu chat,epgshare,AE1,Manu.Chat.ae,Manu Chat,62,57.9,100.0,235.56,0,,UNIQUE
sat,epgshare,AE1,Sat.tv.ae,Sat.tv,62,57.9,100.0,235.56,0,,UNIQUE
chaine 1,epgshare,AE1,CHAINE.1.ae,CHAINE 1,62,57.9,100.0,235.56,0,,UNIQUE
al arabiya fm,epgshare,AE1,Al.Arabiya.FM.ae,Al Arabiya FM,62,57.9,100.0,235.56,0,,UNIQUE
ofm,epgshare,AE1,OFM.ae,OFM,62,57.9,100.0,235.56,0,,UNIQUE
qatar radio,epgshare,AE1,Qatar.Radio.ae,Qatar Radio,62,57.9,100.0,235.56,0,,UNIQUE
qatar qbs radio,epgshare,AE1,Qatar.QBS.Radio.ae,Qatar QBS Radio,62,57.9,100.0,235.56,0,,UNIQUE
sharjah radio,epgshare,AE1,Sharjah.Radio.ae,Sharjah Radio,62,57.9,100.0,235.56,0,,UNIQUE
radio sawt el shaab,epgshare,AE1,Radio.Sawt.El.Shaab.ae,Radio Sawt El Shaab,62,57.9,100.0,235.56,0,,UNIQUE
al bachaeer radio,epgshare,AE1,Al.Bachaeer.Radio.ae,Al Bachaeer Radio,62,57.9,100.0,235.56,0,,UNIQUE
kuwait radio 1,epgshare,AE1,Kuwait.Radio.1.ae,Kuwait Radio 1,62,57.9,100.0,235.56,0,,UNIQUE
kuwait radio 2,epgshare,AE1,Kuwait.Radio.2.ae,Kuwait Radio 2,62,57.9,100.0,235.56,0,,UNIQUE
emarat fm,epgshare,AE1,Emarat.FM.ae,Emarat FM,62,57.9,100.0,235.56,0,,UNIQUE
hayat fm,epgshare,AE1,Hayat.FM.ae,Hayat FM,62,57.9,100.0,235.56,0,,UNIQUE
riyadh fm split,epgshare,AE1,Riyadh.FM.Split.ae,Riyadh FM Split,62,57.9,100.0,235.56,0,,UNIQUE
loud fm,epgshare,AE1,Loud.FM.ae,Loud FM,62,57.9,100.0,235.56,0,,UNIQUE
al amal,epgshare,AE1,Al.Amal.ae,Al Amal,62,57.9,100.0,235.56,0,,UNIQUE
mega fm,epgshare,AE1,Mega.FM.ae,Mega FM,62,57.9,100.0,235.56,0,,UNIQUE
radio jeunesse,epgshare,AE1,Radio.Jeunesse.ae,Radio Jeunesse,62,57.9,100.0,235.56,0,,UNIQUE
saudi radio 1,epgshare,AE1,Saudi.Radio.1.ae,Saudi Radio 1,62,57.9,100.0,235.56,0,,UNIQUE
saudi radio 2,epgshare,AE1,Saudi.Radio.2.ae,Saudi Radio 2,62,57.9,100.0,235.56,0,,UNIQUE
al menia,epgshare,AE1,Al.Menia.ae,Al Menia,62,57.9,100.0,235.56,0,,UNIQUE
sout al arab,epgshare,AE1,Sout.AL.Arab.ae,Sout AL Arab,62,57.9,100.0,235.56,0,,UNIQUE
al sharg al awsat,epgshare,AE1,AL.Sharg.Al.Awsat.ae,AL Sharg Al Awsat,62,57.9,100.0,235.56,0,,UNIQUE
al kahera al kobra,epgshare,AE1,AL.Kahera.Al.Kobra.ae,AL Kahera Al Kobra,62,57.9,100.0,235.56,0,,UNIQUE
al shabab w al reyadah,epgshare,AE1,Al.Shabab.W.Al.Reyadah.ae,Al Shabab W Al Reyadah,62,57.9,100.0,235.56,0,,UNIQUE
educational,epgshare,AE1,Educational.Channel.ae,Educational Channel,62,57.9,100.0,235.56,0,,UNIQUE
wadi al neil and palestine,epgshare,AE1,Wadi.Al-Neil.&.Palestine.ae,Wadi Al-Neil & Palestine,62,57.9,100.0,235.56,0,,UNIQUE
matrouh,epgshare,AE1,Matrouh.ae,Matrouh,62,57.9,100.0,235.56,0,,UNIQUE
north sinai,epgshare,AE1,North.Sinai.ae,North Sinai,62,57.9,100.0,235.56,0,,UNIQUE
south sinai,epgshare,AE1,South.Sinai.ae,South Sinai,62,57.9,100.0,235.56,0,,UNIQUE
palestine radio,epgshare,AE1,Palestine.Radio.ae,Palestine Radio,62,57.9,100.0,235.56,0,,UNIQUE
drn radio,epgshare,AE1,DRN.Radio.ae,DRN Radio,62,57.9,100.0,235.56,0,,UNIQUE
jordan radio,epgshare,AE1,Jordan.Radio.ae,Jordan Radio,62,57.9,100.0,235.56,0,,UNIQUE
oman general radio,epgshare,AE1,Oman.General.Radio.ae,Oman General Radio,62,57.9,100.0,235.56,0,,UNIQUE
oman shabab radio,epgshare,AE1,Oman.Shabab.Radio.ae,Oman Shabab Radio,62,57.9,100.0,235.56,0,,UNIQUE
riyad radio,epgshare,AE1,Riyad.Radio.ae,Riyad Radio,62,57.9,100.0,235.56,0,,UNIQUE
jedda radio,epgshare,AE1,Jedda.Radio.ae,Jedda Radio,62,57.9,100.0,235.56,0,,UNIQUE
fujairah fm,epgshare,AE1,Fujairah.FM.ae,Fujairah FM,62,57.9,100.0,235.56,0,,UNIQUE
european radio,epgshare,AE1,European.Radio.ae,European Radio,62,57.9,100.0,235.56,0,,UNIQUE
chaine 2,epgshare,AE1,CHAINE.2.ae,CHAINE 2,62,57.9,100.0,235.56,0,,UNIQUE
chaine 3,epgshare,AE1,CHAINE.3.ae,CHAINE 3,62,57.9,100.0,235.56,0,,UNIQUE
medi1radio afrique,epgshare,AE1,Medi1Radio.Afrique.ae,Medi1Radio Afrique,62,57.9,100.0,235.56,0,,UNIQUE
hola qatar,epgshare,AE1,Hola.Qatar.ae,Hola Qatar,62,57.9,100.0,235.56,0,,UNIQUE
kadak,epgshare,AE1,Kadak.ae,Kadak,62,57.9,100.0,235.56,0,,UNIQUE
radio internationale,epgshare,AE1,Radio.Internationale.ae,Radio Internationale,62,57.9,100.0,235.56,0,,UNIQUE
al bernameg al aam,epgshare,AE1,Al.Bernameg.Al.Aam.ae,Al Bernameg Al Aam,62,57.9,100.0,235.56,0,,UNIQUE
sawt al alam,epgshare,AE1,Sawt.Al-alam.ae,Sawt Al-alam,62,57.9,100.0,235.56,0,,UNIQUE
qatar urdu radio,epgshare,AE1,Qatar.Urdu.Radio.ae,Qatar Urdu Radio,62,57.9,100.0,235.56,0,,UNIQUE
al bernameg al oropi,epgshare,AE1,Al.Bernameg.Al.Oropi.ae,Al Bernameg Al Oropi,62,57.9,100.0,235.56,0,,UNIQUE
pulse95 shj,epgshare,AE1,Pulse95.SHJ.ae,Pulse95 SHJ,62,57.9,100.0,235.56,0,,UNIQUE
voa iraq,epgshare,AE1,VOA.IRAQ.ae,VOA IRAQ,62,57.9,100.0,235.56,0,,UNIQUE
bbc e,epgshare,AE1,BBC.E.ae,BBC E,62,57.9,100.0,235.56,0,,UNIQUE
bbc horn of africa,epgshare,AE1,BBC.Horn.of.Africa.ae,BBC Horn of Africa,62,57.9,100.0,235.56,0,,UNIQUE
rotana fm ksa,epgshare,AE1,Rotana.FM.KSA.ae,Rotana FM KSA,62,57.9,100.0,235.56,0,,UNIQUE
qatar oryx radio,epgshare,AE1,Qatar.Oryx.Radio.ae,Qatar Oryx Radio,62,57.9,100.0,235.56,0,,UNIQUE
al rasheed radio,epgshare,AE1,AL.RASHEED.RADIO.ae,AL RASHEED RADIO,62,57.9,100.0,235.56,0,,UNIQUE
khozama radio,epgshare,AE1,Khozama.Radio.ae,Khozama Radio,62,57.9,100.0,235.56,0,,UNIQUE
ekhbaria,epgshare,AE1,Ekhbaria.ae,Ekhbaria,62,57.9,100.0,235.56,0,,UNIQUE
radio masr,epgshare,AE1,Radio.Masr.ae,Radio Masr,62,57.9,100.0,235.56,0,,UNIQUE
radio culture,epgshare,AE1,Radio.Culture.ae,Radio Culture,62,57.9,100.0,235.56,0,,UNIQUE
maspero fm and thakafy,epgshare,AE1,Maspero.FM.&.Thakafy.ae,Maspero FM & Thakafy,62,57.9,100.0,235.56,0,,UNIQUE
voice of palestine,epgshare,AE1,Voice.Of.Palestine.ae,Voice Of Palestine,62,57.9,100.0,235.56,0,,UNIQUE
radio 21 september,epgshare,AE1,Radio.21.September.ae,Radio 21 September,62,57.9,100.0,235.56,0,,UNIQUE
mbc fm,epgshare,AE1,MBC.FM.ae,MBC FM,62,57.9,100.0,235.56,0,,UNIQUE
kuwait fm,epgshare,AE1,Kuwait.FM.ae,Kuwait FM,62,57.9,100.0,235.56,0,,UNIQUE
rotana tarab jordan,epgshare,AE1,Rotana.Tarab.Jordan.ae,Rotana Tarab Jordan,62,57.9,100.0,235.56,0,,UNIQUE
zamen fm,epgshare,AE1,Zamen.FM.ae,Zamen FM,62,57.9,100.0,235.56,0,,UNIQUE
rotana radio jordan,epgshare,AE1,Rotana.Radio.Jordan.ae,Rotana Radio Jordan,62,57.9,100.0,235.56,0,,UNIQUE
radio fann jordan,epgshare,AE1,Radio.Fann.Jordan.ae,Radio Fann Jordan,62,57.9,100.0,235.56,0,,UNIQUE
radio hits,epgshare,AE1,Radio.Hits.ae,Radio Hits,62,57.9,100.0,235.56,0,,UNIQUE
nagham fm,epgshare,AE1,Nagham.FM.ae,Nagham FM,62,57.9,100.0,235.56,0,,UNIQUE
sha3by fm,epgshare,AE1,Sha3by.FM.ae,Sha3by FM,62,57.9,100.0,235.56,0,,UNIQUE
sout al rayyan,epgshare,AE1,Sout.Al.Rayyan.ae,Sout Al Rayyan,62,57.9,100.0,235.56,0,,UNIQUE
watar shj,epgshare,AE1,WATAR.SHJ.ae,WATAR SHJ,62,57.9,100.0,235.56,0,,UNIQUE
sumer fm,epgshare,AE1,Sumer.FM.ae,Sumer FM,62,57.9,100.0,235.56,0,,UNIQUE
al bernameg al moussekey,epgshare,AE1,AL-Bernameg.AL-moussekey.ae,AL-Bernameg AL-moussekey,62,57.9,100.0,235.56,0,,UNIQUE
al aghani,epgshare,AE1,Al.Aghani.ae,Al Aghani,62,57.9,100.0,235.56,0,,UNIQUE
radio 9090,epgshare,AE1,Radio.9090.ae,Radio 9090,62,57.9,100.0,235.56,0,,UNIQUE
bakous alexandaria,epgshare,AE1,Bakous.Alexandaria.ae,Bakous Alexandaria,62,57.9,100.0,235.56,0,,UNIQUE
aswan,epgshare,AE1,Aswan.ae,Aswan,62,57.9,100.0,235.56,0,,UNIQUE
alwadi algaded,epgshare,AE1,ALWadi.ALGaded.ae,ALWadi ALGaded,62,57.9,100.0,235.56,0,,UNIQUE
kuwait classical,epgshare,AE1,Kuwait.Classical.ae,Kuwait Classical,62,57.9,100.0,235.56,0,,UNIQUE
kuwait shaabyia,epgshare,AE1,Kuwait.Shaabyia.ae,Kuwait Shaabyia,62,57.9,100.0,235.56,0,,UNIQUE
sout alkhaleej 2,epgshare,AE1,Sout.Alkhaleej.2.ae,Sout Alkhaleej 2,62,57.9,100.0,235.56,0,,UNIQUE
sout alkhaleej 3,epgshare,AE1,Sout.Alkhaleej.3.ae,Sout Alkhaleej 3,62,57.9,100.0,235.56,0,,UNIQUE
sout alkhaleej 4,epgshare,AE1,Sout.Alkhaleej.4.ae,Sout Alkhaleej 4,62,57.9,100.0,235.56,0,,UNIQUE
sout alkhaleej europe,epgshare,AE1,Sout.Alkhaleej.Europe.ae,Sout Alkhaleej Europe,62,57.9,100.0,235.56,0,,UNIQUE
calssic,epgshare,AE1,Calssic.ae,Calssic,62,57.9,100.0,235.56,0,,UNIQUE
oman classic radio,epgshare,AE1,Oman.Classic.Radio.ae,Oman Classic Radio,62,57.9,100.0,235.56,0,,UNIQUE
ifrikya fm,epgshare,AE1,Ifrikya.FM.ae,Ifrikya FM,62,57.9,100.0,235.56,0,,UNIQUE
kuwait easy,epgshare,AE1,Kuwait.Easy.ae,Kuwait Easy,62,57.9,100.0,235.56,0,,UNIQUE
sawtoman radio,epgshare,AE1,Sawtoman.Radio.ae,Sawtoman Radio,62,57.9,100.0,235.56,0,,UNIQUE
nile fm,epgshare,AE1,Nile.FM.ae,Nile FM,62,57.9,100.0,235.56,0,,UNIQUE
radio 1,epgshare,AE1,Radio.1.ae,Radio 1,62,57.9,100.0,235.56,0,,UNIQUE
radio 2,epgshare,AE1,Radio.2.ae,Radio 2,62,57.9,100.0,235.56,0,,UNIQUE
kuwait super,epgshare,AE1,Kuwait.Super.ae,Kuwait Super,62,57.9,100.0,235.56,0,,UNIQUE
tchad radio,epgshare,AE1,TCHAD.Radio.ae,TCHAD Radio,62,57.9,100.0,235.56,0,,UNIQUE
kuwait holy quran,epgshare,AE1,Kuwait.Holy.Quran.ae,Kuwait Holy Quran,62,57.9,100.0,235.56,0,,UNIQUE
houna alazm,epgshare,AE1,Houna.alazm.ae,Houna alazm,62,57.9,100.0,235.56,0,,UNIQUE
zayed quran,epgshare,AE1,Zayed.Quran.ae,Zayed Quran,62,57.9,100.0,235.56,0,,UNIQUE
holly quran,epgshare,AE1,Holly.Quran.ae,Holly Quran,62,57.9,100.0,235.56,0,,UNIQUE
al quran al karem,epgshare,AE1,Al.Quran.Al.Karem.ae,Al Quran Al Karem,62,57.9,100.0,235.56,0,,UNIQUE
radio coran,epgshare,AE1,Radio.Coran.ae,Radio Coran,62,57.9,100.0,235.56,0,,UNIQUE
quran kareem jordan,epgshare,AE1,Quran.Kareem.Jordan.ae,Quran Kareem Jordan,62,57.9,100.0,235.56,0,,UNIQUE
nedaa el islam,epgshare,AE1,Nedaa.El.Islam.ae,Nedaa El Islam,62,57.9,100.0,235.56,0,,UNIQUE
radio talavat,epgshare,AE1,Radio.Talavat.ae,Radio Talavat,62,57.9,100.0,235.56,0,,UNIQUE
imam ali radio,epgshare,AE1,Imam.Ali.Radio.ae,Imam Ali Radio,62,57.9,100.0,235.56,0,,UNIQUE
quran kareem,epgshare,AE1,Quran.Kareem.ae,Quran Kareem,62,57.9,100.0,235.56,0,,UNIQUE
oman holyquran radio,epgshare,AE1,Oman.HolyQuran.Radio.ae,Oman HolyQuran Radio,62,57.9,100.0,235.56,0,,UNIQUE
al kafeel,epgshare,AE1,Al.Kafeel.ae,Al Kafeel,62,57.9,100.0,235.56,0,,UNIQUE
qatar r quran,epgshare,AE1,Qatar.R.Quran.ae,Qatar R Quran,62,57.9,100.0,235.56,0,,UNIQUE
qatar r quran 2,epgshare,AE1,Qatar.R.Quran.2.ae,Qatar R Quran 2,62,57.9,100.0,235.56,0,,UNIQUE
sout al islam doha,epgshare,AE1,Sout.Al.Islam.Doha.ae,Sout Al Islam Doha,62,57.9,100.0,235.56,0,,UNIQUE
palestine quraan,epgshare,AE1,Palestine.Quraan.ae,Palestine Quraan,62,57.9,100.0,235.56,0,,UNIQUE
palestine quran 2,epgshare,AE1,Palestine.Quran.2.ae,Palestine Quran 2,62,57.9,100.0,235.56,0,,UNIQUE
nablus radio,epgshare,AE1,Nablus.Radio.ae,Nablus Radio,62,57.9,100.0,235.56,0,,UNIQUE
athan tulkarem,epgshare,AE1,Athan.Tulkarem.ae,Athan Tulkarem,62,57.9,100.0,235.56,0,,UNIQUE
al kawther,epgshare,AE1,Al.Kawther.ae,Al Kawther,62,57.9,100.0,235.56,0,,UNIQUE
twr arabic,epgshare,AE1,TWR.ARABIC.ae,TWR ARABIC,62,57.9,100.0,235.56,0,,UNIQUE
praiselive global,epgshare,AE1,PraiseLive.Global.ae,PraiseLive Global,62,57.9,100.0,235.56,0,,UNIQUE
