provider,source,id,name,future_programmes,future_hours,desc_pct,sample_title,sample_desc,suspicious_clone,clone_group_size,url
epgshare,EG1,DMC.DRAMA.eg,DMC DRAMA,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,LDC.eg,LDC,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إم.بي.سي.eg,إم بي سي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,صدى.البلد.eg,صدى البلد,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Jordan.TV.eg,Jordan TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إم.بي.سي.مصر.eg,إم بي سي مصر,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,AlSaeedah.eg,AlSaeedah,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,atv.eg,atv,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Fox.eg,Fox,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,اﻹمارات.eg,اﻹمارات,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Rotana.Drama.eg,Rotana Drama,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,FOX.ACTION.MOVIES.eg,FOX ACTION MOVIES,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Rotana.Movies+.eg,Rotana Movies+,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ETC.TV.eg,ETC TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Rotana.Cinema.Masr.eg,Rotana Cinema Masr,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Dijlah.TV.eg,Dijlah TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Al.Kahera.Wal.Nas.TV.2.eg,Al Kahera Wal Nas TV 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Sama.TV.eg,Sama TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,مساواة.eg,مساواة,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Sada.El.Balad.2.eg,Sada El Balad 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Rotana.Khalejia.eg,Rotana Khalejia,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,فوكس.موفيز.eg,فوكس موفيز,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Alaraby.TV.2.eg,Alaraby TV 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إيه.آر.تي.أفلام.1.eg,إيه آر تي أفلام 1,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إم.بي.سي.دراما.+.eg,إم بي سي دراما +,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Dubai.One.eg,Dubai One,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,أبو.ظبي.eg,أبو ظبي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Rotana.Cinema.eg,Rotana Cinema,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,سوريا.دراما.eg,سوريا دراما,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,النهار.دراما.eg,النهار دراما,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,دي.إم.سي.eg,دي إم سي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,MBC.eg,MBC,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Oman.eg,Oman,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ART.Hekayat.eg,ART Hekayat,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Musawa.eg,Musawa,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,القاهرة.والناس.2.eg,القاهرة والناس 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,السعودية.eg,السعودية,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,الشارقة.eg,الشارقة,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Star.Movies.eg,Star Movies,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Alhayat.Drama.eg,Alhayat Drama,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,BEIN.MOVIES.FAMILY.eg,BEIN MOVIES FAMILY,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,الشروق.الجزائرية.eg,الشروق الجزائرية,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ميكس.وان.eg,ميكس وان,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,MBC.MAX.eg,MBC MAX,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ستار.موفيز.eg,ستار موفيز,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,نايل.دراما.eg,نايل دراما,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Saudiya.TV.eg,Saudiya TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إيه.آر.تي.سينما.eg,إيه آر تي سينما,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,فوكس.أكشن.موفيز.eg,فوكس أكشن موفيز,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,المهرية.eg,المهرية,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,beIN.Series.HD.2.eg,beIN Series HD 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إيه.آر.تي.حكايات.eg,إيه آر تي حكايات,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,الوطنية.2.eg,الوطنية 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,يو.تي.في.eg,يو تي في,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إم.بي.سي.ماكس.eg,إم بي سي ماكس,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,القاهرة.والناس.eg,القاهرة والناس,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,الشمس.eg,الشمس,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Nessma.eg,Nessma,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,الكويت.eg,الكويت,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Thikrayat.Tv.eg,Thikrayat Tv,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Egyptian.TV.eg,Egyptian TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,BEIN.MOVIES.DRAMA.eg,BEIN MOVIES DRAMA,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,SBC.eg,SBC,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Mehwar.eg,Mehwar,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,رؤيا.eg,رؤيا,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,عمان.eg,عمان,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Utv.eg,Utv,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إم.بي.سي.دراما.eg,إم بي سي دراما,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,تن.eg,تن,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Star.World.eg,Star World,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إم.بي.سي.بوليوود.eg,إم بي سي بوليوود,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,زي.ألوان.eg,زي ألوان,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,قناة.مصر.الأولى.eg,قناة مصر الأولى,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ON.Drama.eg,ON Drama,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إم.بي.سي.4.eg,إم بي سي 4,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Maspero.Zaman.eg,Maspero Zaman,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Kuwait.Drama.eg,Kuwait Drama,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,دي.إم.سي.دراما.eg,دي إم سي دراما,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ESC.eg,ESC,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إيه.آر.تي.افلام.2.eg,إيه آر تي افلام 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,الكويت.دراما.eg,الكويت دراما,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ماسبيرو.زمان.eg,ماسبيرو زمان,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,دبي.وان.eg,دبي وان,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إل.بي.سي.آي.eg,إل بي سي آي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إم.بي.سي.أكشن.eg,إم بي سي أكشن,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Alsumaria.eg,Alsumaria,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,روتانا.كوميدي.eg,روتانا كوميدي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,الجديد.eg,الجديد,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ART.Cinema.eg,ART Cinema,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ذكريات.eg,ذكريات,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ميكس.بالعربي.eg,ميكس بالعربي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,روتانا.سينما.eg,روتانا سينما,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Echorouk.TV.eg,Echorouk TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,MBC.4.eg,MBC 4,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,MBC.5.eg,MBC 5,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,MTV.eg,MTV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Bahrain.TV.eg,Bahrain TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,بي.إن.موفيز.أكشن.eg,بي إن موفيز أكشن,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,بي.إن.موفيز.بريمير.eg,بي إن موفيز بريمير,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Rotana.Comedy.eg,Rotana Comedy,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ال.دي.سي.eg,ال دي سي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ART.Aflam.2.eg,ART Aflam 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,الرشيد.eg,الرشيد,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Mix.eg,Mix,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Al.Shams.eg,Al Shams,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,أون.إي.eg,أون إي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إم.بي.سي.2.eg,إم بي سي 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,نايل.كوميدي.eg,نايل كوميدي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,السعيدة.eg,السعيدة,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Abu.Dhabi.TV.eg,Abu Dhabi TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,أون.دراما.eg,أون دراما,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Al.Kahera.Wal.Nas.TV.eg,Al Kahera Wal Nas TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Roya.eg,Roya,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,آي.فيلم.eg,آي فيلم,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,صدى.البلد.2.eg,صدى البلد 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,BeIn.Series.HD.1.eg,BeIn Series HD 1,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,التلفزيون.العربي.2.eg,التلفزيون العربي 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,DMC.eg,DMC,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Zee.alwan.eg,Zee alwan,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,روتانا.سينما.مصر.eg,روتانا سينما مصر,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,تلفزيون.حضرموت.eg,تلفزيون حضرموت,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Nile.Comedy.eg,Nile Comedy,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,روتانا+.أتش.دي.eg,روتانا+ أتش دي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إم.بي.سي.العراق.eg,إم بي سي العراق,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إم.بي.سي.5.eg,إم بي سي 5,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,BEIN.MOVIES.ACTION.eg,BEIN MOVIES ACTION,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,MBC.2.eg,MBC 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,MBC.Drama.+.eg,MBC Drama +,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,قطر.eg,قطر,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,تلفزيون.سوريا.eg,تلفزيون سوريا,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,الحياة.دراما.eg,الحياة دراما,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,LBCI.eg,LBCI,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,الوطنية.1.eg,الوطنية 1,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Alhayat.TV.eg,Alhayat TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Mix.ONE.eg,Mix ONE,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,نايل.لايف.eg,نايل لايف,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,نتورك.بالعربية.eg,نتورك بالعربية,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,سما.دبي.eg,سما دبي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,MBC.Egypt.eg,MBC Egypt,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,القرين.eg,القرين,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Sada.El.Balad.Drama.eg,Sada El Balad Drama,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Alrasheed.eg,Alrasheed,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,LBC.eg,LBC,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Mix.Bel.Araby.eg,Mix Bel Araby,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إي.تي.سي.eg,إي تي سي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,بي.إن.موفيز.فاميلي.eg,بي إن موفيز فاميلي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Rotana.Kids.eg,Rotana Kids,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,2M.TV.eg,2M TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Rotana+.HD.eg,Rotana+ HD,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ART.Hekayat.2.eg,ART Hekayat 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Al.Aoula.Morocco.eg,Al Aoula Morocco,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,بي.إن.دراما.eg,بي إن دراما,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,beIN.Drama.eg,beIN Drama,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إم.بي.سي.مصر.2.eg,إم بي سي مصر 2,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Emirates.eg,Emirates,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,الظفرة.eg,الظفرة,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,الحياة.eg,الحياة,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Sharjah.TV.eg,Sharjah TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,دبي.زمان.eg,دبي زمان,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,TeN.TV.eg,TeN TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ON.E.eg,ON E,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,National.Geographic.Abu.Dhabi.eg,National Geographic Abu Dhabi,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Salam.TV.eg,Salam TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Syria.Drama.eg,Syria Drama,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,AlSharqiya.eg,AlSharqiya,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,بي.إن.سيريس.eg,بي إن سيريس,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,BEIN.MOVIES.PREMIERE.eg,BEIN MOVIES PREMIERE,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إم.تي.في.eg,إم تي في,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Dubai.Zaman.eg,Dubai Zaman,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,MBC.Action.eg,MBC Action,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,روتانا.خليجية.eg,روتانا خليجية,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,روتانا.أفلام.بلاس.eg,روتانا أفلام بلاس,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,الشرقية.eg,الشرقية,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,ستار.ورلد.eg,ستار ورلد,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,Iraqia.TV.eg,Iraqia TV,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,المحور.eg,المحور,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,سما.eg,سما,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إيه.تي.في.eg,إيه تي في,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,EG1,إل.بي.سي.eg,إل بي سي,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_EG1.xml.gz
epgshare,SA1,AL.Hurra.HD.sa,AL Hurra HD,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_SA1.xml.gz
epgshare,SA1,AL.Hurra.Iraq.HD.sa,AL Hurra Iraq HD,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_SA1.xml.gz
epgshare,SA1,ANC.sa,ANC,0,0,0.0,,,False,1,https://epgshare01.online/epgshare01/epg_ripper_SA1.xml.gz
